PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
-0.8512526729738166,-0.1694448366012935,-0.1664038870496596,2.706355598245026,-2.0568631201586802,0.9291727802569223,0.11595728932212074,-1.5166198899955279,-0.07556757079559376
0.04911282928090882,0.579446981707543,-1.4221003963536345,1.9601042238873108,-0.6788163333121666,-1.7679962151669208,-1.8608865303195896,1.2888889091288203,-0.7681585798266302
-0.25479746957722826,-0.8821660896403485,0.9103891949566366,0.12102558433584615,0.2911107030628512,0.06309917135933973,1.0307453929743025,0.3332045102130514,-2.738449023163389
-0.8521405449251704,-0.779404546615139,-1.1470362546476793,1.0319843567525788,2.643378154530607,0.13058441068226112,0.0070668701638922915,1.438246835032082,-0.7628218014284643
-0.17836126530421698,0.45565868620382677,-0.17255650516044052,0.3074277551558206,2.121132593121732,0.3620249282954597,0.1564302673757683,-0.04729891892076904,0.6261659536749167
1.1402276680452674,-0.4871944675914686,0.47573396151838526,-0.7984839268922357,-0.07384178176862405,1.8623927942515501,-0.540565011499699,-1.6523166339249111,-0.5552302378415351
1.2785075910132306,-0.19899075048544757,0.5907180297682492,-0.5025019305445365,1.3410100673363958,0.12874809677514276,1.784396790062222,1.4720282217572591,-0.7305938445978373
-0.3499441091344331,-1.1561748557770255,0.7711529762461472,-0.6422915430957986,-0.21301001062615224,-1.7603603347468966,-0.05364220686662419,0.5099217547247901,0.6652229800927509
0.11786082806905424,-0.6013446697158067,1.1838219674172783,-2.031739094855847,0.6556066222867742,-1.0471818390424676,0.581508946556147,0.22041105980747744,-1.3697965202080018
0.764067252527553,-0.58172208409198,-0.3411734489718294,-0.6995048425870569,-0.5611702860885991,0.3895939189921124,-0.8607520877471991,0.5635668270074812,-0.8539993370720504
-0.34560701577769826,-0.4549035525729866,-1.0474933543125093,1.0003317353877326,1.8701516831888978,0.8745790495817746,1.1173499630394539,-0.8665905049394891,-0.6785027120497693
